query,target,evalue,bits,tstart,tend,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,sboA,albA,albC,contig_id
NP_391617.1,NC_015151.1_1205,7.411e-95,329,131,487,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta moutnovskia,False,True,False,NC_015151.1
NP_391617.1,NC_015216.1_1050,3.511e-25,123,126,457,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium B,Methanobacterium B lacus,False,True,False,NC_015216.1
WP_051482183.1,NC_015320.1_2132,2.024e-34,143,9,212,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus C,Archaeoglobus C veneficus,False,False,True,NC_015320.1
NP_391619.1,NC_015436.1_710,6.382e-28,124,36,223,Bacteria,Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,Sphaerochaeta A,Sphaerochaeta A coccoides,False,False,True,NC_015436.1
NP_391617.1,NC_015474.1_1518,1.427e-89,314,140,494,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp000211475,False,True,False,NC_015474.1
NP_391619.1,NC_015520.1_2713,5.587e-89,301,1,238,Bacteria,Bacillota A,Clostridia,Mahellales,Mahellaceae,Mahella,Mahella australiensis,False,False,True,NC_015520.1
NP_391617.1,NC_015574.1_1780,3.67e-29,135,141,477,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium C,Methanobacterium C paludis,False,True,False,NC_015574.1
WP_157895742.1,NC_015666.1_1559,5.593e-77,266,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger,Halopiger xanaduensis,False,False,True,NC_015666.1
NP_391616.1,NC_016047.1_3777,5.9850000000000004e-21,94,1,43,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii,True,False,False,NC_016047.1
NP_391617.1,NC_016047.1_3778,1.7089999999999999e-305,938,1,448,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii,False,True,False,NC_016047.1
NP_391619.1,NC_016047.1_3780,4.121e-148,472,1,239,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii,False,False,True,NC_016047.1
WP_088863145.1,NC_016051.1_174,7.369e-26,124,149,343,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp000151205,False,True,False,NC_016051.1
NP_391617.1,NC_016070.1_118,3.511e-25,123,30,350,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus tenax,False,True,False,NC_016070.1
NP_391619.1,NC_016627.1_1006,2.084e-29,129,18,211,Bacteria,Bacillota A,Clostridia,Acetivibrionales,Acetivibrionaceae,Acetivibrio,Acetivibrio clariflavus,False,False,True,NC_016627.1
WP_051482183.1,NC_016791.1_2501,3.7810000000000003e-34,142,1,204,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DSM-27016,Ruminiclostridium,Ruminiclostridium sp000244875,False,False,True,NC_016791.1
WP_051482183.1,NC_016887.1_430,1.226e-84,288,4,227,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia cyriacigeorgica B,False,False,True,NC_016887.1
NP_391617.1,NC_017095.1_1166,3.326e-26,126,11,270,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium pennivorans,False,True,False,NC_017095.1
WP_051482183.1,NC_017586.1_990,4.75e-36,148,5,205,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cattleya,False,False,True,NC_017586.1
NP_391619.1,NC_017790.1_1566,4.471e-74,258,1,244,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,False,False,True,NC_017790.1
WP_157895742.1,NC_017941.2_360,8.286999999999999e-81,277,4,232,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,False,False,True,NC_017941.2
WP_051482183.1,NC_017955.1_1869,1.8999999999999998e-39,158,5,206,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Geodermatophilaceae,Modestobacter,Modestobacter marinus A,False,False,True,NC_017955.1
WP_051482183.1,NC_018681.1_481,1.3520000000000002e-85,291,8,231,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia brasiliensis B,False,False,True,NC_018681.1
NP_391619.1,NC_018704.1_753,2.5110000000000002e-28,126,1,202,Bacteria,Bacillota,Bacilli,Bacillales D,Amphibacillaceae,Amphibacillus,Amphibacillus xylanus,False,False,True,NC_018704.1
WP_088863145.1,NC_019791.1_700,9.311e-27,127,139,326,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Acidilobaceae,Caldisphaera,Caldisphaera lagunensis,False,True,False,NC_019791.1
WP_157895742.1,NC_019792.1_657,1.587e-77,268,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,False,False,True,NC_019792.1
WP_157895742.1,NC_019962.1_795,2.007e-73,256,8,236,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pellirubrum,False,False,True,NC_019962.1
WP_157895742.1,NC_019974.1_2021,1.226e-84,288,17,245,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus occultus,False,False,True,NC_019974.1
WP_157895742.1,NC_019974.1_3631,2.3020000000000003e-84,287,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus occultus,False,False,True,NC_019974.1
NP_391619.1,NC_020291.1_2477,2.784e-98,328,1,241,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,False,False,True,NC_020291.1
NP_391617.1,NC_021171.1_1581,3.074e-80,286,36,396,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Bacillus BU,Bacillus BU sp000242895,False,True,False,NC_021171.1
NP_391619.1,NC_021182.1_3129,5.469e-92,310,1,241,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium I,Clostridium I pasteurianum A,False,False,True,NC_021182.1
WP_157895742.1,NC_021182.1_3589,5.161e-73,255,1,217,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium I,Clostridium I pasteurianum A,False,False,True,NC_021182.1
WP_157895742.1,NC_021191.1_5471,1.32e-33,141,19,225,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes sp000389965,False,False,True,NC_021191.1
WP_157895742.1,NC_021921.1_1865,5.922000000000001e-84,286,1,228,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,False,False,True,NC_021921.1
WP_157895742.1,NC_021921.1_2141,6.873e-51,191,23,242,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus tiamatea,False,False,True,NC_021921.1
NP_391619.1,NC_022080.4_539,1.852e-21,106,23,207,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus sp000445995,False,False,True,NC_022080.4
NP_391617.1,NC_022080.4_649,3.036e-75,272,8,362,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus sp000445995,False,True,False,NC_022080.4
NP_391619.1,NC_022571.1_2142,1.8e-100,334,1,241,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,False,False,True,NC_022571.1
NP_391617.1,NC_022584.1_631,1.9820000000000002e-84,299,33,438,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ilei,False,True,False,NC_022584.1
NP_391616.1,NC_022584.1_632,2.576e-10,64,14,52,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ilei,True,False,False,NC_022584.1
NP_391619.1,NC_022781.1_566,2.395e-90,305,1,241,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A toyonensis,False,False,True,NC_022781.1
NP_391619.1,NEXG01000003.1_45,2.788e-24,114,21,209,Archaea,Thermoproteota,Thermoprotei A,Marsarchaeales,Marsarchaeaceae,ECH-B-1,ECH-B-1 sp003019535,False,False,True,NEXG01000003.1
NP_391619.1,NIOB01000003.1_342,2.087e-79,274,1,239,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus sp002189105,False,False,True,NIOB01000003.1
WP_157895742.1,NJBF01000008.1_1,1.951e-31,134,9,241,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp003144275,False,False,True,NJBF01000008.1
WP_088863145.1,NJBF01000028.1_47,6.551e-104,355,20,424,Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp003144275,False,True,False,NJBF01000028.1
WP_088863145.1,NJBK01000004.1_10,1.4089999999999999e-127,424,25,439,Bacteria,Chloroflexota,Anaerolineae,UBA7937,B3-Chlor,B3-Chlor,B3-Chlor sp005223035,False,True,False,NJBK01000004.1
WP_051482183.1,NJBK01000025.1_15,8.287e-41,162,5,206,Bacteria,Chloroflexota,Anaerolineae,UBA7937,B3-Chlor,B3-Chlor,B3-Chlor sp005223035,False,False,True,NJBK01000025.1
NP_391617.1,NJBP01000013.1_29,1.052e-97,337,104,458,Bacteria,Aerophobota,Aerophobia,Aerophobales,AE-B3A,AE-B3B,AE-B3B sp005223085,False,True,False,NJBP01000013.1
WP_088863145.1,NJDF01000019.1_8,9.274e-31,139,120,314,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,EX4572-64,EX4572-64 sp002254895,False,True,False,NJDF01000019.1
WP_157895742.1,NJDG01000013.1_8,7.423999999999999e-40,159,61,276,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,EX4572-165,EX4572-165 sp002254885,False,False,True,NJDG01000013.1
WP_088863145.1,NJDO01000008.1_13,5.502e-108,367,25,426,Archaea,Thermoplasmatota,EX4484-6,EX4484-6,EX4484-6,EX4484-6,EX4484-6 sp002254385,False,True,False,NJDO01000008.1
WP_042691587.1,NJEK01000059.1_4,3.1570000000000004e-20,107,15,147,Archaea,Thermoproteota,Nitrososphaeria A,Caldarchaeales,Wolframiiraptoraceae,Wolframiiraptor,Wolframiiraptor sp002255105,False,True,False,NJEK01000059.1
WP_157895742.1,NKJC01000001.1_292,6.943e-76,263,4,216,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp002256435,False,False,True,NKJC01000001.1
NP_391617.1,NMUJ01000022.1_1,4.195e-80,286,116,466,Bacteria,WOR-3,UBA3073,NMUJ01,NMUJ01,NMUJ01,NMUJ01 sp002256535,False,True,False,NMUJ01000022.1
NP_391617.1,NTXX01000010.1_187,2.0920000000000003e-87,307,11,374,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Neobacillus,Neobacillus sp002559145,False,True,False,NTXX01000010.1
NP_391619.1,NUMR01000076.1_12,1.027e-91,309,1,241,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A cereus AK,False,False,True,NUMR01000076.1
WP_157895742.1,NYZY01000033.1_9,3.4120000000000005e-72,252,7,224,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1328,UBA1328,UBA1328 sp002687335,False,False,True,NYZY01000033.1
WP_051482183.1,NZCE01000003.1_4,2.08e-37,152,6,203,Bacteria,Spirochaetota,Spirochaetia,ARS1246,ARS1246,ARS1246,ARS1246 sp002688185,False,False,True,NZCE01000003.1
NP_391617.1,NZIV01000084.1_12,9.356e-13,83,16,166,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,GCA-2689995,GCA-2689995,GCA-2689995 sp002689995,False,True,False,NZIV01000084.1
WP_051482183.1,NZ_ACFY01000161.1_50,1.951e-31,134,6,201,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,False,False,True,NZ_ACFY01000161.1
NP_391619.1,NZ_ACJM01000005.1_195,7.329e-95,318,1,239,Bacteria,Bacillota D,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,Dethiobacter alkaliphilus,False,False,True,NZ_ACJM01000005.1
WP_157895742.1,NZ_ACJM01000005.1_206,3.643e-31,134,5,206,Bacteria,Bacillota D,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,Dethiobacter alkaliphilus,False,False,True,NZ_ACJM01000005.1
WP_157895742.1,NZ_ACXX02000015.1_118,1.181e-74,259,1,217,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DSM-27016,Ruminiclostridium,Ruminiclostridium papyrosolvens,False,False,True,NZ_ACXX02000015.1
WP_088863145.1,NZ_AFWV01000037.1_2,1.7e-16,95,22,193,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,Thiocapsa marina,False,True,False,NZ_AFWV01000037.1
NP_391617.1,NZ_AJLR01000146.1_71,6.0909999999999996e-83,294,10,364,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae J,Schinkia,Schinkia azotoformans,False,True,False,NZ_AJLR01000146.1
NP_391617.1,NZ_AJLS01000134.1_10,1.65e-80,287,11,374,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Neobacillus,Neobacillus bataviensis,False,True,False,NZ_AJLS01000134.1
NP_391617.1,NZ_AKCS01000005.1_490,8.799e-86,302,10,370,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A bingmayongensis,False,True,False,NZ_AKCS01000005.1
NP_391619.1,NZ_AKCS01000028.1_37,2.224e-18,96,16,209,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A bingmayongensis,False,False,True,NZ_AKCS01000028.1
NP_391619.1,NZ_AMBZ01000010.1_18,4.5279999999999995e-23,110,20,214,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus B,Paenibacillus B alvei,False,False,True,NZ_AMBZ01000010.1
NP_391619.1,NZ_AMQH01000012.1_49,2.976e-89,302,1,241,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium J,Clostridium J tunisiense,False,False,True,NZ_AMQH01000012.1
NP_391616.1,NZ_AMXN01000001.1_407,5.9850000000000004e-21,94,1,43,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus inaquosorum,True,False,False,NZ_AMXN01000001.1
NP_391617.1,NZ_AMXN01000001.1_408,2.5810000000000003e-306,940,1,448,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus inaquosorum,False,True,False,NZ_AMXN01000001.1
NP_391619.1,NZ_AMXN01000001.1_410,4.121e-148,472,1,239,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus inaquosorum,False,False,True,NZ_AMXN01000001.1
WP_051482183.1,NZ_ANAM01000002.1_23,6.799e-31,133,1,201,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,Salinicoccus carnicancri,False,False,True,NZ_ANAM01000002.1
WP_051482183.1,NZ_ANAY01000021.1_25,5.599000000000001e-32,136,5,205,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,Nocardiopsis kunsanensis,False,False,True,NZ_ANAY01000021.1
WP_051482183.1,NZ_ANBB01000002.1_114,1.32e-33,141,12,208,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis A,Nocardiopsis A potens,False,False,True,NZ_ANBB01000002.1
NP_391617.1,NZ_ANOK01000004.1_165,2.252e-80,287,6,380,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae J,Calidifontibacillus A,Calidifontibacillus A oryziterrae,False,True,False,NZ_ANOK01000004.1
WP_157895742.1,NZ_AOFT01000007.1_98,2.1e-29,128,1,204,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Bhargavaea,Bhargavaea cecembensis,False,False,True,NZ_AOFT01000007.1
WP_157895742.1,NZ_AOHX01000037.1_71,1.523e-83,285,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum sulfidifaciens,False,False,True,NZ_AOHX01000037.1
WP_157895742.1,NZ_AOHX01000039.1_364,7.358e-83,283,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum sulfidifaciens,False,False,True,NZ_AOHX01000039.1
WP_157895742.1,NZ_AOHZ01000064.1_4,5.37e-83,284,47,275,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnohabitans,Natronolimnohabitans innermongolicus,False,False,True,NZ_AOHZ01000064.1
WP_157895742.1,NZ_AOIA01000017.1_130,3.222e-81,278,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus jeotgali,False,False,True,NZ_AOIA01000017.1
WP_157895742.1,NZ_AOIB01000025.1_57,4.4139999999999995e-81,278,19,245,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus amylolyticus,False,False,True,NZ_AOIB01000025.1
WP_157895742.1,NZ_AOIB01000037.1_128,6.29e-75,260,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus amylolyticus,False,False,True,NZ_AOIB01000037.1
WP_157895742.1,NZ_AOID01000026.1_213,6.172000000000001e-78,269,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema versiforme,False,False,True,NZ_AOID01000026.1
WP_157895742.1,NZ_AOII01000067.1_83,1.159e-77,268,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum,False,False,True,NZ_AOII01000067.1
WP_157895742.1,NZ_AOIJ01000043.1_10,1.9320000000000002e-79,273,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema gari,False,False,True,NZ_AOIJ01000043.1
WP_157895742.1,NZ_AOIM01000013.1_212,2.979e-77,267,29,258,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba hulunbeirensis,False,False,True,NZ_AOIM01000013.1
WP_157895742.1,NZ_AOIM01000015.1_3,1.112e-83,286,19,245,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba hulunbeirensis,False,False,True,NZ_AOIM01000015.1
WP_157895742.1,NZ_AOIN01000079.1_27,3.2880000000000004e-78,270,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba chahannaoensis,False,False,True,NZ_AOIN01000079.1
WP_157895742.1,NZ_AOIS01000030.1_116,6.671e-82,280,1,228,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena salina,False,False,True,NZ_AOIS01000030.1
WP_157895742.1,NZ_AOIT01000030.1_5,1.785e-75,262,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema limicola,False,False,True,NZ_AOIT01000030.1
WP_157895742.1,NZ_AOIU01000006.1_6,1.0079999999999999e-82,283,1,228,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex carlsbadense,False,False,True,NZ_AOIU01000006.1
WP_157895742.1,NZ_AOIU01000036.1_63,3.699e-76,264,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex carlsbadense,False,False,True,NZ_AOIU01000036.1
WP_157895742.1,NZ_AOIV01000021.1_115,1.893e-82,282,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum pallidum,False,False,True,NZ_AOIV01000021.1
WP_157895742.1,NZ_AOJN01000053.1_48,1.861e-28,126,1,215,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum,False,False,True,NZ_AOJN01000053.1
WP_157895742.1,NZ_AOJO01000006.1_53,1.0689999999999999e-73,257,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum hochstenium,False,False,True,NZ_AOJO01000006.1
WP_157895742.1,NZ_AOLI01000025.1_101,4.4139999999999995e-81,278,4,231,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax larsenii,False,False,True,NZ_AOLI01000025.1
WP_157895742.1,NZ_AOLJ01000011.1_563,4.002e-80,275,4,231,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax gibbonsii,False,False,True,NZ_AOLJ01000011.1
WP_157895742.1,NZ_AOLM01000018.1_208,2.86e-83,284,4,231,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sulfurifontis,False,False,True,NZ_AOLM01000018.1
WP_157895742.1,NZ_AOLP01000009.1_425,5.593e-77,266,4,227,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax denitrificans,False,False,True,NZ_AOLP01000009.1
WP_157895742.1,NZ_AOMA01000117.1_7,1.381e-82,282,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halobiforma,Halobiforma nitratireducens,False,False,True,NZ_AOMA01000117.1
WP_157895742.1,NZ_AOMB01000017.1_102,9.141e-82,280,1,223,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus hamelinensis,False,False,True,NZ_AOMB01000017.1
WP_157895742.1,NZ_AOMC01000046.1_58,2.3509999999999997e-81,279,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae,False,False,True,NZ_AOMC01000046.1
WP_157895742.1,NZ_AOMD01000016.1_97,4.869e-82,281,1,229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus saccharolyticus,False,False,True,NZ_AOMD01000016.1
WP_157895742.1,NZ_AOMF01000089.1_12,5.483e-80,275,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis,False,False,True,NZ_AOMF01000089.1
WP_157895742.1,NZ_AOMF01000155.1_72,7.662e-77,266,1,230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis,False,False,True,NZ_AOMF01000155.1
WP_088863145.1,NZ_AP012273.1_784,4.676e-59,224,19,286,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,Thiolapillus brandeum,False,True,False,NZ_AP012273.1
WP_088863145.1,NZ_AP018437.1_1700,4.704e-68,250,131,437,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Pelolinea submarina,False,True,False,NZ_AP018437.1
WP_042691587.1,NZ_AP018732.1_365,2.214e-28,132,124,319,Archaea,Thermoproteota,Nitrososphaeria,Conexivisphaerales,Conexivisphaeraceae,Conexivisphaera,Conexivisphaera calida,False,True,False,NZ_AP018732.1
WP_042691587.1,NZ_AP018732.1_880,3.18e-27,129,128,323,Archaea,Thermoproteota,Nitrososphaeria,Conexivisphaerales,Conexivisphaeraceae,Conexivisphaera,Conexivisphaera calida,False,True,False,NZ_AP018732.1
NP_391617.1,NZ_AP019779.1_1903,2.2169999999999997e-22,114,126,303,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter C,Methanobrevibacter C arboriphilus A,False,True,False,NZ_AP019779.1
WP_051482183.1,NZ_AP019791.1_1275,7.358e-83,283,12,234,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter B,Rubrobacter B xylanophilus A,False,False,True,NZ_AP019791.1
